"","Site","EAP.Acc.","Provenience..field.number.","ID.Catalog...cat..element.or.portion.","Specimen.Catalog...cat..organism.","Cantryll.Test...test..analyst.sample.number.","Period","Date","ID","Element","Side","Description.completeness","Age..modern.only.","Fusion","Cantryll.notes","variable","value","template"
"6592","Ek Balam","no Acc#","2-1-2B:202695","","n/a","704EB","","16th to 17th Century","Odocoileus virginianus","humerus","R","proximal .7",NA,"fused","704EB humerus Odocoileus v. [?] Proximal 70% suspiciously large individual.  Humeral head and trochlea are unusually well preserved, no discernable gnawing marks.","Humerus.GLC",NA,"Humerus length from caput"
"6593","Ek Balam","no Acc#","2-1-2:201995","","n/a","705EB","","16th to 17th Century","Odocoileus virginianus","humerus","R","distal .7",NA,"fused","705EB humerus Odocoileus v. more normal size for this species.  Significant destruction of the trochlea, thinness of cortical bone suggests a younger animal, clear gnaw marks possibly by dogs, possible cut-marks.","Humerus.GLC",NA,"Humerus length from caput"
"6594","Ek Balam","no Acc#","2-1-1:201795","","n/a","700EB","","16th to 17th Century","Odocoileus virginianus","metacarpal","R","proximal .9",NA,"fused","700EB metacarpal Odocoileus v. proximal 90%","Humerus.GLC",NA,"Humerus length from caput"
"6595","El Kinel","EAP0697","EK 01A-1-1","","n/a","302SL","Terminal Classic (over LC structures)","","Odocoileus virginianus","astragalus","L","",NA,"","302SL astragalus Odocoileus v almost complete 80% listed as a talus all landmarks are present.","Humerus.GLC",NA,"Humerus length from caput"
"6596","El Kinel","EAP0697","EK 01D-13-1","","n/a","303SL","Terminal/Late Classic","","Odocoileus virginianus","humerus","L","",NA,"","303SL humerus Odocoileus distal 25% medial surface of condyle is eroded no BT available.","Humerus.GLC",NA,"Humerus length from caput"
"6597","El Kinel","EAP0697","EK 03B-1-4","","n/a","300SL","Late Classic","","Odocoileus virginianus","metatarsal","L","",NA,"","300SL metatarsal Odocoileus sp almost complete 95% broken into three pieces the posterior edge of the proximal surface is absent Dp unavailable Bp suspect, GL is a refit and suspect.","Humerus.GLC",NA,"Humerus length from caput"
"6598","El Kinel","EAP0697","EK 01D-20-1","","n/a","305SL","Terminal/Late Classic","","Odocoileus virginianus","metatarsal","L","",NA,"","305SL metatarsal Odocoileus v proximal 15% cut crosswise possible to create a bone tube of some kind.  Multiple cut marks on the posterior and medial surface.","Humerus.GLC",NA,"Humerus length from caput"
"6599","El Kinel","EAP0697","EK 01A-1-2","","n/a","301SL","Terminal Classic (over LC structures)","","Odocoileus virginianus","tibia","R","",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"6600","El Kinel","EAP0697","EK 01D-5-7","","n/a","304SL","Terminal/Late Classic","","Odocoileus virginianus","1st phalanx","RL/LM","",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"6601","El Kinel","EAP0697","EK 01D-20-2","","n/a","306SL","Terminal/Late Classic","","Odocoileus virginianus","1st phalanx","RL/LM","",NA,"","306SL phalanx1 Odocoileus v complete original sheet describes rodent gnawing (nothing detected but normal weathering by this researcher).","Humerus.GLC",NA,"Humerus length from caput"
"6602","El Kinel","EAP0697","EK 01D-20-2","","n/a","307SL","Terminal/Late Classic","","Odocoileus virginianus","1st phalanx","RL/LM","",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"6603","El Mirador","EAP0631","446-32-B-24-60-B","0631.0275","n/a","212M","Late Pre-classic","","Odocoileus virginianus","humerus","L","distal 3/4",NA,"large individual","212M humerus Odocoileus v. distal 10% condyles only.","Humerus.GLC",NA,"Humerus length from caput"
"6604","El Mirador","EAP0631","446-32-B-24-60-B","0631.0275","n/a","213M","Late Pre-classic","","Odocoileus virginianus","scapula","L","lateral 1/2",NA,"large individual","213M scapula Odocoileus v distal 40% neck and partial glenoid. Spine is too eroded for ASG, glenoid is broken LG and BG unavailable.","Humerus.GLC",NA,"Humerus length from caput"
"6605","El Mirador","EAP0631","446-32-B-24-60-B","0631.0275","n/a","214M","Late Pre-classic","","Odocoileus virginianus","scapula","R","lateral 1/4",NA,"large individual","214M scapula Odocoileus v distal 10% partial glenoid.","Humerus.GLC",NA,"Humerus length from caput"
"6606","El Mirador","EAP0631","341-31-A-6-138-","0631.0024","n/a","211M","Late Classic","","Odocoileus virginianus","metacarpal","R","proximal 3/4",NA,"unfused","211M metacarpal Odocoileus v proximal 80% unfused Bd and Dd unavailable SD is suspect.  Smallest diameter on unfused metacarpals is consistently higher on the shaft than on fully fused specimens.  This is also true of Mazama metacarpals and metatarsals.","Humerus.GLC",NA,"Humerus length from caput"
"6607","El Mirador","EAP0631","635-32-B-13-37-","0631.0354","n/a","215M","Late Pre-classic","","Odocoileus virginianus","astragalus","L","whole",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"6608","El Mirador","EAP0631","636-32-B1-15-41-","0631.0407","n/a","202M","Late Pre-classic","","Odocoileus virginianus","femur","L","proximal 1/2",NA,"","202M femur Odocoileus sp. Proximal 30% Dp only.","Humerus.GLC",NA,"Humerus length from caput"
"6609","El Mirador","EAP0631","345-17-A-6-122-2","0631.0029","n/a","206M","Late Pre-classic mixed","","Odocoileus virginianus","proximal phalanx","L","whole",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"6610","El Mirador","EAP0631","0397-17-B1-TP.2-6-152","631.0107","n/a","204M","mixed","","Mazama americanus","radius","L","almost comlete",NA,"unfused distal epiphysis","204M radius Mazama a almost complete distal epiphysis unfused. No GL, Bd, Dd.","Humerus.GLC",NA,"Humerus length from caput"
"6611","El Mirador","EAP0631","0397-17-B1-TP.2-6-152","631.0107","n/a","205M","mixed","","Mazama americanus","humerus","R","distal .8",NA,"","205M humerus Mazama a distal 80% proximal condyles absent cortical bone extremely thin suggesting a very young animal.","Humerus.GLC",NA,"Humerus length from caput"
"6612","El Mirador","EAP0631","636-32-B1-15-41-","0631.0359","n/a","201M","Late Pre-classic","","Odocoileus virginianus","radius","R","proximal 1/3",NA,"","201M radius Odocoileus sp proximal 30%","Humerus.GLC",NA,"Humerus length from caput"
"6613","El Mirador","EAP0631","","631.0396","n/a","219M","unknown","","Mazama americanus","1st phalanx","","complete",NA,"","219M phalanx1 mazama a complete. This specimen is listed as unknown provenience possibly (0352, 0364, 0384, 0391).","Humerus.GLC",NA,"Humerus length from caput"
"6614","El Mirador","EAP0631","","631.0396","n/a","220M","unknown","","Mazama americanus","1st phalanx","","complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"6615","El Mirador","EAP0631","","631.0396","n/a","221M","unknown","","Mazama americanus","1st phalanx","","complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"6616","El Mirador","EAP0631","637-32-B-22-55-","0631.0363","n/a","223M","Late Pre-classic","","Odocoileus virginianus","1st phalanx","","almost complete",NA,"","223M phalanx1 Odocoileus v almost complete.;not matched to data sheet. Possibly misidentified and as phalanx2, the distal articulation with it’s distinctive shape has been broken.  The smallest diameter on this specimen is in the transverse plane not the sagittal plane indicating it is a phalanx1.  ","Humerus.GLC",NA,"Humerus length from caput"
"6617","El Mirador","EAP0631","0421,op.26-34H-03-81-D>D-1-75","631.0183","n/a","209M","Late Pre-classic","","Mazama sp.","calcaneum","","complete",NA,"fused superior crest","209M calcaneus Mazama sp complete superior crest fused.  ","Humerus.GLC",NA,"Humerus length from caput"
"6618","El Mirador","EAP0631","","631.0396","n/a","216M","unknown","","Mazama americanus","metacarpal","","proximal .6",NA,"","216M metacarpal mazama sp. Proximal distal condyles broken. This specimen is listed as unknown provenience possibly (0352, 0364,0384, 0391).","Humerus.GLC",NA,"Humerus length from caput"
"6619","El Mirador","EAP0631","346,17-A-4-4-93","631.0031","n/a","207M","mixed","","Mazama americanus","metatarsal","","proximal .5",NA,"","207M metatarsal mazama a proximal 50% rodent gnawed.","Humerus.GLC",NA,"Humerus length from caput"
"6620","El Mirador","EAP0631","0376-17-B1-04-34","631.0065","n/a","203M","Late Classic","","Mazama americanus","metatarsal","","proximal  .2",NA,"","203M metatarsal Mazama a proximal 20% Bp and Dp only refit.","Humerus.GLC",NA,"Humerus length from caput"
"6621","El Mirador","EAP0631","419-32-B-21-52-B","0631.0167","n/a","208M","Late Pre-classic","","Odocoileus virginianus","phalanx","","whole",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"6622","El Mirador","EAP0631","637-32-B-22-55-","0631.0363","n/a","222M","Late Pre-classic","","Odocoileus virginianus","proximal phalanx","","whole",NA,"","222M phlanx1 Odocoileus v. complete","Humerus.GLC",NA,"Humerus length from caput"
"6623","El Mirador","EAP0631","","631.0396","n/a","217M","unknown","","Mazama americanus","radius","","proximal .2",NA,"","217M radius mazama sp proximal 20% This specimen is listed as unknown provenience possibly (0352, 0364,0384, 0391).","Humerus.GLC",NA,"Humerus length from caput"
"6624","El Mirador","EAP0631","","631.0396","n/a","218M","unknown","","Mazama americanus","radius","","proximal .2",NA,"","218M radius mazama sp proximal 25% posterior edge of specimen is too eroded for valid measurements BP only.  This specimen is listed as unknown provenience possibly (0352, 0364,0384, 0391).","Humerus.GLC",NA,"Humerus length from caput"
"6625","El Mirador","EAP0631","0444, OP.32-B-11-29-S.D-2.69-D.D-2.77","631.0264","n/a","210M","Late Pre-classic","","Mazama sp.","radius","","proximal .7",NA,"","210M radius Mazama a proximal 70% trowl trama.","Humerus.GLC",NA,"Humerus length from caput"
"6626","La Joyanca","EAP0655","Ope. VE3D T6B4 Niv2 91297)","","n/a","762LJ","Terminal Classic+","950AD+","Odocoileus virginianus","1st phalanx","L","almost complete",NA,"","Line # 343 1rst phalange eroded 75%","Humerus.GLC",NA,"Humerus length from caput"
"6627","La Joyanca","EAP0655","Ope. 124 T6 6F26(676)","","n/a","751LJ","Late Classic","650-750 AD","Artidactyla","1st phalanx","L","complete",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"6628","La Joyanca","EAP0655","OPE 114 S 28 Niv.11 (1361)","","n/a","712LJ","Early to Middle Preclassic","1000BC-400BC","Odocoileus virginianus","1st phalanx","L","",NA,"","Line # 35 Phalanx all landmarks are available full recording.  ","Humerus.GLC",NA,"Humerus length from caput"
"6629","La Joyanca","EAP0655","Op.130 VE 5D-3 T6C Niv. 3 (1807)","","n/a","777LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","1st phalanx","L","complete",NA,"","Line # 332 phalange 1 all landmarks are present surface is highly weathered.","Humerus.GLC",NA,"Humerus length from caput"
"6630","La Joyanca","EAP0655","Op.130 VE 5D-3 T6B Niv. 2 Elem 3 (1801)","","n/a","780LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","astragalus","L","almost complete",NA,"","Line # 313 astragalus almost complete medial surface is weathered all landmarks are present.  Specimen is markedly smaller than other astragali in this collection.","Humerus.GLC",NA,"Humerus length from caput"
"6631","La Joyanca","EAP0655","Op. 244 str.14","","n/a","784LJ","Late Classic","750AD-850AD","Odocoileus virginianus","astragalus","L","complete",NA,"","Line # NA no description on data sheet [Op. 244 str.14] Astragalus heavily weathered all landmarks are present.","Humerus.GLC",NA,"Humerus length from caput"
"6632","La Joyanca","EAP0655","Op.130 VE3D T6B Niv. 2 Elem 1 (1801)","","n/a","772LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","calcaneum","L","articualar surface .7",NA,"","Line # 316 calcaneus 70% complete superior crest is broken and missing.","Humerus.GLC",NA,"Humerus length from caput"
"6633","La Joyanca","EAP0655","OPE 122 6E5 T-3-25-4 1174","","n/a","707LJ","late Late Preclassic to late Early Classic","100AD-600AD","Odocoileus virginianus","humerus","L","shaft",NA,"","Line # 225 Left humerus most of the shaft, head of the caput, and the fragment of the trochlea; only SD is valid.","Humerus.GLC",NA,"Humerus length from caput"
"6634","La Joyanca","EAP0655","Ope. 124 T9 6F11","","n/a","714LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","humerus","L","shaft only",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"6635","La Joyanca","EAP0655","Ope. 130 TIA niv4 (1229)","","n/a","759LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","humerus","L","distal .2",NA,"","Line # 253 humerus distal condyles only browned Bp, Dp, and SD not available.","Humerus.GLC",NA,"Humerus length from caput"
"6636","La Joyanca","EAP0655","Ope. 130 VE3D T6B elem. 3 Niv.2 (1801)","","n/a","764LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","humerus","L","almost complete",NA,"","Line # 274 humerus broken in half, radiating fractures around the break (trowel trauma) all landmarks except GL and GLC are available.","Humerus.GLC",NA,"Humerus length from caput"
"6637","La Joyanca","EAP0655","Op 130 VE 5D-3 T6B Niv 2 elem 3 (1801)","","n/a","781LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","humerus","L","distal .5",NA,"","Line # 275 humerus distal end surface is too weathered and eroded for any measurements except HTC","Humerus.GLC",NA,"Humerus length from caput"
"6638","La Joyanca","EAP0655","OPE 122 6E5 T-4-2-2 1119","","n/a","708LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","metacarpal","L","distal .30",NA,"","Line # 243 proximal third of a left metacarpal; very weathered Bp and Dp only.","Humerus.GLC",NA,"Humerus length from caput"
"6639","La Joyanca","EAP0655","OPE 122GE-5-T3-73 861 (24)","","n/a","706LJ","Terminal Classic","850AD-950AD","Odocoileus virginianus","metatarsal","L","proximal ",NA,"","Line # NA left metatarsal not found in the data sheet. Roughly 80% complete distal shaft broken above epiphysis, proximal articulation is broken (trowel trauma) but fits together very neatly. The measurements should be acceptable.","Humerus.GLC",NA,"Humerus length from caput"
"6640","La Joyanca","EAP0655","Ope. VE3D T6 B Niv.2 (1297)","","n/a","763LJ","Terminal Classic+","950AD+","Odocoileus virginianus","metatarsal","L","broken .90",NA,"","Line # 342 ? match with data sheet uncertain metatarsal 90% present broken in four pieces distal condyles missing measurements are from refit.","Humerus.GLC",NA,"Humerus length from caput"
"6641","La Joyanca","EAP0655","Ope. 124 (1654)","","n/a","721LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","scapula","L","glenoid neck and acromium",NA,"","Line # 207 scapula neck and glenoid, scapular spine and notch are broken. SLC, BG, LG, AND GLP are recorded.","Humerus.GLC",NA,"Humerus length from caput"
"6642","La Joyanca","EAP0655","Ope. 130 VE3DT6 B4 Niv2 (1297","","n/a","760LJ","Terminal Classic+","950AD+","Odocoileus virginianus","scapula","L","neck&glenoid",NA,"","Line # 346 scapula neck and part of the glenoid edges of the glenoid are too eroded to measure BG, GLP, or LG","Humerus.GLC",NA,"Humerus length from caput"
"6643","La Joyanca","EAP0655","Ope. 130 VE3D NIV2 133 #1296 HUESO","","n/a","758LJ","Terminal Classic+","950AD+","Odocoileus virginianus","tibia","L","distal .3",NA,"","Line # 339 Tibia distal articulation and 20% of the shaft Bd and Dd only.","Humerus.GLC",NA,"Humerus length from caput"
"6644","La Joyanca","EAP0655","Ope. VE3D T6 B elem3 Niv2 (1801)","","n/a","765LJ","Terminal Classic","950AD-1050AD","Odocoileus virginianus","tibia","L","almost complete",NA,"fused proximal epiphysis but line visible","Line # 319 tibia almost complete broken in half GL is a refit, proximal epiphyseal line is fused but visible.  Distal end is severally weathered, all landmarks are present.","Humerus.GLC",NA,"Humerus length from caput"
"6645","La Joyanca","EAP0655","Ope. 124 T6 6F26(676)","","n/a","752LJ","Late Classic","650-750 AD","Artidactyla","1st phalanx","R","distal .8",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
